Survived,PassengerId,Pclass,Sex,SibSp,Parch,Fare,Embarked,Deck,countDeck,Title,port_sex,Age_bin,FamilySize,Ticket_freq,Sex_Embarked,Sex_Deck,Sex_Title,Sex_FamilySize,Embarked_Deck,Embarked_Title,Embarked_FamilySize,Deck_Title,Deck_FamilySize,Title_FamilySize,poly0,poly1,poly2,poly3,poly4,poly5,poly6,poly7,poly8,poly9,poly10,poly11,poly12,poly13,poly14,poly15,poly16,poly17,poly18,poly19,poly20,poly21,poly22,poly23,poly24,poly25,poly26,poly27,poly28,poly29,poly30,poly31,poly32,poly33,poly34,poly35,poly36,poly37,poly38,poly39,poly40,poly41,poly42,poly43,poly44,poly45,poly46,poly47,poly48,poly49,poly50,poly51,poly52,poly53
0,796,2,male,0,0,13,S,U,1014,Mr,623,7,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,796.0,2.0,0.0,0.0,13.0,1014.0,623.0,7.0,1.0,633616.0,1592.0,0.0,0.0,10348.0,807144.0,495908.0,5572.0,796.0,4.0,0.0,0.0,26.0,2028.0,1246.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,91.0,13.0,1028196.0,631722.0,7098.0,1014.0,388129.0,4361.0,623.0,49.0,7.0,1.0
1,797,1,female,0,0,25,S,D,46,Rare,293,9,Alone,1,female_,female_,female_,female_,S_,S_,S_,D_,D_,Rare_,797.0,1.0,0.0,0.0,25.0,46.0,293.0,9.0,1.0,635209.0,797.0,0.0,0.0,19925.0,36662.0,233521.0,7173.0,797.0,1.0,0.0,0.0,25.0,46.0,293.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,1150.0,7325.0,225.0,25.0,2116.0,13478.0,414.0,46.0,85849.0,2637.0,293.0,81.0,9.0,1.0
1,798,3,female,0,0,8,S,U,1014,Mrs,293,5,Alone,1,female_,female_,female_,female_,S_,S_,S_,U_,U_,Mrs_,798.0,3.0,0.0,0.0,8.0,1014.0,293.0,5.0,1.0,636804.0,2394.0,0.0,0.0,6384.0,809172.0,233814.0,3990.0,798.0,9.0,0.0,0.0,24.0,3042.0,879.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,2344.0,40.0,8.0,1028196.0,297102.0,5070.0,1014.0,85849.0,1465.0,293.0,25.0,5.0,1.0
0,799,3,male,0,0,7,C,U,1014,Mr,157,5,Alone,1,male_,male_,male_,male_,C_,C_,C_,U_,U_,Mr_,799.0,3.0,0.0,0.0,7.0,1014.0,157.0,5.0,1.0,638401.0,2397.0,0.0,0.0,5593.0,810186.0,125443.0,3995.0,799.0,9.0,0.0,0.0,21.0,3042.0,471.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,1099.0,35.0,7.0,1028196.0,159198.0,5070.0,1014.0,24649.0,785.0,157.0,25.0,5.0,1.0
0,800,3,female,1,1,24,S,U,1014,Mrs,293,5,Small,3,female_,female_,female_,female_,S_,S_,S_,U_,U_,Mrs_,800.0,3.0,1.0,1.0,24.0,1014.0,293.0,5.0,3.0,640000.0,2400.0,800.0,800.0,19200.0,811200.0,234400.0,4000.0,2400.0,9.0,3.0,3.0,72.0,3042.0,879.0,15.0,9.0,1.0,1.0,24.0,1014.0,293.0,5.0,3.0,1.0,24.0,1014.0,293.0,5.0,3.0,576.0,24336.0,7032.0,120.0,72.0,1028196.0,297102.0,5070.0,3042.0,85849.0,1465.0,879.0,25.0,15.0,9.0
0,801,2,male,0,0,13,S,U,1014,Mr,623,6,Alone,2,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,801.0,2.0,0.0,0.0,13.0,1014.0,623.0,6.0,2.0,641601.0,1602.0,0.0,0.0,10413.0,812214.0,499023.0,4806.0,1602.0,4.0,0.0,0.0,26.0,2028.0,1246.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,78.0,26.0,1028196.0,631722.0,6084.0,2028.0,388129.0,3738.0,1246.0,36.0,12.0,4.0
1,802,2,female,1,1,26,S,U,1014,Mrs,293,5,Small,3,female_,female_,female_,female_,S_,S_,S_,U_,U_,Mrs_,802.0,2.0,1.0,1.0,26.0,1014.0,293.0,5.0,3.0,643204.0,1604.0,802.0,802.0,20852.0,813228.0,234986.0,4010.0,2406.0,4.0,2.0,2.0,52.0,2028.0,586.0,10.0,6.0,1.0,1.0,26.0,1014.0,293.0,5.0,3.0,1.0,26.0,1014.0,293.0,5.0,3.0,676.0,26364.0,7618.0,130.0,78.0,1028196.0,297102.0,5070.0,3042.0,85849.0,1465.0,879.0,25.0,15.0,9.0
1,803,1,male,1,2,120,S,B,65,Master,623,0,Small,4,male_,male_,male_,male_,S_,S_,S_,B_,B_,Master_,803.0,1.0,1.0,2.0,120.0,65.0,623.0,0.0,4.0,644809.0,803.0,803.0,1606.0,96360.0,52195.0,500269.0,0.0,3212.0,1.0,1.0,2.0,120.0,65.0,623.0,0.0,4.0,1.0,2.0,120.0,65.0,623.0,0.0,4.0,4.0,240.0,130.0,1246.0,0.0,8.0,14400.0,7800.0,74760.0,0.0,480.0,4225.0,40495.0,0.0,260.0,388129.0,0.0,2492.0,0.0,0.0,16.0
1,804,3,male,0,1,8,C,U,1014,Master,157,0,Small,2,male_,male_,male_,male_,C_,C_,C_,U_,U_,Master_,804.0,3.0,0.0,1.0,8.0,1014.0,157.0,0.0,2.0,646416.0,2412.0,0.0,804.0,6432.0,815256.0,126228.0,0.0,1608.0,9.0,0.0,3.0,24.0,3042.0,471.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1014.0,157.0,0.0,2.0,64.0,8112.0,1256.0,0.0,16.0,1028196.0,159198.0,0.0,2028.0,24649.0,0.0,314.0,0.0,0.0,4.0
1,805,3,male,0,0,6,S,U,1014,Mr,623,4,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,805.0,3.0,0.0,0.0,6.0,1014.0,623.0,4.0,1.0,648025.0,2415.0,0.0,0.0,4830.0,816270.0,501515.0,3220.0,805.0,9.0,0.0,0.0,18.0,3042.0,1869.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6084.0,3738.0,24.0,6.0,1028196.0,631722.0,4056.0,1014.0,388129.0,2492.0,623.0,16.0,4.0,1.0
0,806,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,806.0,3.0,0.0,0.0,7.0,1014.0,623.0,5.0,1.0,649636.0,2418.0,0.0,0.0,5642.0,817284.0,502138.0,4030.0,806.0,9.0,0.0,0.0,21.0,3042.0,1869.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,35.0,7.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0
0,807,1,male,0,0,0,S,A,22,Mr,623,7,Alone,1,male_,male_,male_,male_,S_,S_,S_,A_,A_,Mr_,807.0,1.0,0.0,0.0,0.0,22.0,623.0,7.0,1.0,651249.0,807.0,0.0,0.0,0.0,17754.0,502761.0,5649.0,807.0,1.0,0.0,0.0,0.0,22.0,623.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,13706.0,154.0,22.0,388129.0,4361.0,623.0,49.0,7.0,1.0
0,808,3,female,0,0,7,S,U,1014,Miss,293,1,Alone,1,female_,female_,female_,female_,S_,S_,S_,U_,U_,Miss_,808.0,3.0,0.0,0.0,7.0,1014.0,293.0,1.0,1.0,652864.0,2424.0,0.0,0.0,5656.0,819312.0,236744.0,808.0,808.0,9.0,0.0,0.0,21.0,3042.0,879.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,2051.0,7.0,7.0,1028196.0,297102.0,1014.0,1014.0,85849.0,293.0,293.0,1.0,1.0,1.0
0,809,2,male,0,0,13,S,U,1014,Mr,623,7,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,809.0,2.0,0.0,0.0,13.0,1014.0,623.0,7.0,1.0,654481.0,1618.0,0.0,0.0,10517.0,820326.0,504007.0,5663.0,809.0,4.0,0.0,0.0,26.0,2028.0,1246.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,91.0,13.0,1028196.0,631722.0,7098.0,1014.0,388129.0,4361.0,623.0,49.0,7.0,1.0
1,810,1,female,1,0,53,S,E,41,Mrs,293,6,Small,2,female_,female_,female_,female_,S_,S_,S_,E_,E_,Mrs_,810.0,1.0,1.0,0.0,53.0,41.0,293.0,6.0,2.0,656100.0,810.0,810.0,0.0,42930.0,33210.0,237330.0,4860.0,1620.0,1.0,1.0,0.0,53.0,41.0,293.0,6.0,2.0,1.0,0.0,53.0,41.0,293.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,2173.0,15529.0,318.0,106.0,1681.0,12013.0,246.0,82.0,85849.0,1758.0,586.0,36.0,12.0,4.0
0,811,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,811.0,3.0,0.0,0.0,7.0,1014.0,623.0,4.0,1.0,657721.0,2433.0,0.0,0.0,5677.0,822354.0,505253.0,3244.0,811.0,9.0,0.0,0.0,21.0,3042.0,1869.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,28.0,7.0,1028196.0,631722.0,4056.0,1014.0,388129.0,2492.0,623.0,16.0,4.0,1.0
0,812,3,male,0,0,24,S,U,1014,Mr,623,7,Alone,3,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,812.0,3.0,0.0,0.0,24.0,1014.0,623.0,7.0,3.0,659344.0,2436.0,0.0,0.0,19488.0,823368.0,505876.0,5684.0,2436.0,9.0,0.0,0.0,72.0,3042.0,1869.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,24336.0,14952.0,168.0,72.0,1028196.0,631722.0,7098.0,3042.0,388129.0,4361.0,1869.0,49.0,21.0,9.0
0,813,2,male,0,0,10,S,U,1014,Mr,623,6,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,813.0,2.0,0.0,0.0,10.0,1014.0,623.0,6.0,1.0,660969.0,1626.0,0.0,0.0,8130.0,824382.0,506499.0,4878.0,813.0,4.0,0.0,0.0,20.0,2028.0,1246.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10140.0,6230.0,60.0,10.0,1028196.0,631722.0,6084.0,1014.0,388129.0,3738.0,623.0,36.0,6.0,1.0
0,814,3,female,4,2,31,S,U,1014,Miss,293,0,Large,7,female_,female_,female_,female_,S_,S_,S_,U_,U_,Miss_,814.0,3.0,4.0,2.0,31.0,1014.0,293.0,0.0,7.0,662596.0,2442.0,3256.0,1628.0,25234.0,825396.0,238502.0,0.0,5698.0,9.0,12.0,6.0,93.0,3042.0,879.0,0.0,21.0,16.0,8.0,124.0,4056.0,1172.0,0.0,28.0,4.0,62.0,2028.0,586.0,0.0,14.0,961.0,31434.0,9083.0,0.0,217.0,1028196.0,297102.0,0.0,7098.0,85849.0,0.0,2051.0,0.0,0.0,49.0
0,815,3,male,0,0,8,S,U,1014,Mr,623,5,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,815.0,3.0,0.0,0.0,8.0,1014.0,623.0,5.0,1.0,664225.0,2445.0,0.0,0.0,6520.0,826410.0,507745.0,4075.0,815.0,9.0,0.0,0.0,24.0,3042.0,1869.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,40.0,8.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0
0,816,1,male,0,0,0,S,B,65,Mr,623,3,Alone,2,male_,male_,male_,male_,S_,S_,S_,B_,B_,Mr_,816.0,1.0,0.0,0.0,0.0,65.0,623.0,3.0,2.0,665856.0,816.0,0.0,0.0,0.0,53040.0,508368.0,2448.0,1632.0,1.0,0.0,0.0,0.0,65.0,623.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4225.0,40495.0,195.0,130.0,388129.0,1869.0,1246.0,9.0,6.0,4.0
0,817,3,female,0,0,7,S,U,1014,Miss,293,3,Alone,1,female_,female_,female_,female_,S_,S_,S_,U_,U_,Miss_,817.0,3.0,0.0,0.0,7.0,1014.0,293.0,3.0,1.0,667489.0,2451.0,0.0,0.0,5719.0,828438.0,239381.0,2451.0,817.0,9.0,0.0,0.0,21.0,3042.0,879.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,2051.0,21.0,7.0,1028196.0,297102.0,3042.0,1014.0,85849.0,879.0,293.0,9.0,3.0,1.0
0,818,2,male,1,1,37,C,U,1014,Mr,157,5,Small,3,male_,male_,male_,male_,C_,C_,C_,U_,U_,Mr_,818.0,2.0,1.0,1.0,37.0,1014.0,157.0,5.0,3.0,669124.0,1636.0,818.0,818.0,30266.0,829452.0,128426.0,4090.0,2454.0,4.0,2.0,2.0,74.0,2028.0,314.0,10.0,6.0,1.0,1.0,37.0,1014.0,157.0,5.0,3.0,1.0,37.0,1014.0,157.0,5.0,3.0,1369.0,37518.0,5809.0,185.0,111.0,1028196.0,159198.0,5070.0,3042.0,24649.0,785.0,471.0,25.0,15.0,9.0
0,819,3,male,0,0,6,S,U,1014,Mr,623,8,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,819.0,3.0,0.0,0.0,6.0,1014.0,623.0,8.0,1.0,670761.0,2457.0,0.0,0.0,4914.0,830466.0,510237.0,6552.0,819.0,9.0,0.0,0.0,18.0,3042.0,1869.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6084.0,3738.0,48.0,6.0,1028196.0,631722.0,8112.0,1014.0,388129.0,4984.0,623.0,64.0,8.0,1.0
0,820,3,male,3,2,27,S,U,1014,Master,623,0,Medium,6,male_,male_,male_,male_,S_,S_,S_,U_,U_,Master_,820.0,3.0,3.0,2.0,27.0,1014.0,623.0,0.0,6.0,672400.0,2460.0,2460.0,1640.0,22140.0,831480.0,510860.0,0.0,4920.0,9.0,9.0,6.0,81.0,3042.0,1869.0,0.0,18.0,9.0,6.0,81.0,3042.0,1869.0,0.0,18.0,4.0,54.0,2028.0,1246.0,0.0,12.0,729.0,27378.0,16821.0,0.0,162.0,1028196.0,631722.0,0.0,6084.0,388129.0,0.0,3738.0,0.0,0.0,36.0
1,821,1,female,1,1,93,S,B,65,Mrs,293,9,Small,4,female_,female_,female_,female_,S_,S_,S_,B_,B_,Mrs_,821.0,1.0,1.0,1.0,93.0,65.0,293.0,9.0,4.0,674041.0,821.0,821.0,821.0,76353.0,53365.0,240553.0,7389.0,3284.0,1.0,1.0,1.0,93.0,65.0,293.0,9.0,4.0,1.0,1.0,93.0,65.0,293.0,9.0,4.0,1.0,93.0,65.0,293.0,9.0,4.0,8649.0,6045.0,27249.0,837.0,372.0,4225.0,19045.0,585.0,260.0,85849.0,2637.0,1172.0,81.0,36.0,16.0
1,822,3,male,0,0,8,S,U,1014,Mr,623,4,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,822.0,3.0,0.0,0.0,8.0,1014.0,623.0,4.0,1.0,675684.0,2466.0,0.0,0.0,6576.0,833508.0,512106.0,3288.0,822.0,9.0,0.0,0.0,24.0,3042.0,1869.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,32.0,8.0,1028196.0,631722.0,4056.0,1014.0,388129.0,2492.0,623.0,16.0,4.0,1.0
0,823,1,male,0,0,0,S,U,1014,Rare,623,7,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Rare_,823.0,1.0,0.0,0.0,0.0,1014.0,623.0,7.0,1.0,677329.0,823.0,0.0,0.0,0.0,834522.0,512729.0,5761.0,823.0,1.0,0.0,0.0,0.0,1014.0,623.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028196.0,631722.0,7098.0,1014.0,388129.0,4361.0,623.0,49.0,7.0,1.0
1,824,3,female,0,1,12,S,E,41,Mrs,293,4,Small,2,female_,female_,female_,female_,S_,S_,S_,E_,E_,Mrs_,824.0,3.0,0.0,1.0,12.0,41.0,293.0,4.0,2.0,678976.0,2472.0,0.0,824.0,9888.0,33784.0,241432.0,3296.0,1648.0,9.0,0.0,3.0,36.0,123.0,879.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,41.0,293.0,4.0,2.0,144.0,492.0,3516.0,48.0,24.0,1681.0,12013.0,164.0,82.0,85849.0,1172.0,586.0,16.0,8.0,4.0
0,825,3,male,4,1,39,S,U,1014,Master,623,0,Medium,7,male_,male_,male_,male_,S_,S_,S_,U_,U_,Master_,825.0,3.0,4.0,1.0,39.0,1014.0,623.0,0.0,7.0,680625.0,2475.0,3300.0,825.0,32175.0,836550.0,513975.0,0.0,5775.0,9.0,12.0,3.0,117.0,3042.0,1869.0,0.0,21.0,16.0,4.0,156.0,4056.0,2492.0,0.0,28.0,1.0,39.0,1014.0,623.0,0.0,7.0,1521.0,39546.0,24297.0,0.0,273.0,1028196.0,631722.0,0.0,7098.0,388129.0,0.0,4361.0,0.0,0.0,49.0
0,826,3,male,0,0,6,Q,U,1014,Mr,63,2,Alone,1,male_,male_,male_,male_,Q_,Q_,Q_,U_,U_,Mr_,826.0,3.0,0.0,0.0,6.0,1014.0,63.0,2.0,1.0,682276.0,2478.0,0.0,0.0,4956.0,837564.0,52038.0,1652.0,826.0,9.0,0.0,0.0,18.0,3042.0,189.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6084.0,378.0,12.0,6.0,1028196.0,63882.0,2028.0,1014.0,3969.0,126.0,63.0,4.0,2.0,1.0
0,827,3,male,0,0,56,S,U,1014,Mr,623,7,Alone,8,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,827.0,3.0,0.0,0.0,56.0,1014.0,623.0,7.0,8.0,683929.0,2481.0,0.0,0.0,46312.0,838578.0,515221.0,5789.0,6616.0,9.0,0.0,0.0,168.0,3042.0,1869.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,56784.0,34888.0,392.0,448.0,1028196.0,631722.0,7098.0,8112.0,388129.0,4361.0,4984.0,49.0,56.0,64.0
1,828,2,male,0,2,37,C,U,1014,Master,157,0,Small,3,male_,male_,male_,male_,C_,C_,C_,U_,U_,Master_,828.0,2.0,0.0,2.0,37.0,1014.0,157.0,0.0,3.0,685584.0,1656.0,0.0,1656.0,30636.0,839592.0,129996.0,0.0,2484.0,4.0,0.0,4.0,74.0,2028.0,314.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,74.0,2028.0,314.0,0.0,6.0,1369.0,37518.0,5809.0,0.0,111.0,1028196.0,159198.0,0.0,3042.0,24649.0,0.0,471.0,0.0,0.0,9.0
1,829,3,male,0,0,7,Q,U,1014,Mr,63,1,Alone,1,male_,male_,male_,male_,Q_,Q_,Q_,U_,U_,Mr_,829.0,3.0,0.0,0.0,7.0,1014.0,63.0,1.0,1.0,687241.0,2487.0,0.0,0.0,5803.0,840606.0,52227.0,829.0,829.0,9.0,0.0,0.0,21.0,3042.0,189.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,441.0,7.0,7.0,1028196.0,63882.0,1014.0,1014.0,3969.0,63.0,63.0,1.0,1.0,1.0
1,830,1,female,0,0,80,S,B,65,Mrs,293,9,Alone,2,female_,female_,female_,female_,S_,S_,S_,B_,B_,Mrs_,830.0,1.0,0.0,0.0,80.0,65.0,293.0,9.0,2.0,688900.0,830.0,0.0,0.0,66400.0,53950.0,243190.0,7470.0,1660.0,1.0,0.0,0.0,80.0,65.0,293.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400.0,5200.0,23440.0,720.0,160.0,4225.0,19045.0,585.0,130.0,85849.0,2637.0,586.0,81.0,18.0,4.0
1,831,3,female,1,0,14,C,U,1014,Mrs,113,0,Small,2,female_,female_,female_,female_,C_,C_,C_,U_,U_,Mrs_,831.0,3.0,1.0,0.0,14.0,1014.0,113.0,0.0,2.0,690561.0,2493.0,831.0,0.0,11634.0,842634.0,93903.0,0.0,1662.0,9.0,3.0,0.0,42.0,3042.0,339.0,0.0,6.0,1.0,0.0,14.0,1014.0,113.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,14196.0,1582.0,0.0,28.0,1028196.0,114582.0,0.0,2028.0,12769.0,0.0,226.0,0.0,0.0,4.0
1,832,2,male,1,1,18,S,U,1014,Master,623,0,Small,3,male_,male_,male_,male_,S_,S_,S_,U_,U_,Master_,832.0,2.0,1.0,1.0,18.0,1014.0,623.0,0.0,3.0,692224.0,1664.0,832.0,832.0,14976.0,843648.0,518336.0,0.0,2496.0,4.0,2.0,2.0,36.0,2028.0,1246.0,0.0,6.0,1.0,1.0,18.0,1014.0,623.0,0.0,3.0,1.0,18.0,1014.0,623.0,0.0,3.0,324.0,18252.0,11214.0,0.0,54.0,1028196.0,631722.0,0.0,3042.0,388129.0,0.0,1869.0,0.0,0.0,9.0
0,833,3,male,0,0,7,C,U,1014,Mr,157,2,Alone,1,male_,male_,male_,male_,C_,C_,C_,U_,U_,Mr_,833.0,3.0,0.0,0.0,7.0,1014.0,157.0,2.0,1.0,693889.0,2499.0,0.0,0.0,5831.0,844662.0,130781.0,1666.0,833.0,9.0,0.0,0.0,21.0,3042.0,471.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,1099.0,14.0,7.0,1028196.0,159198.0,2028.0,1014.0,24649.0,314.0,157.0,4.0,2.0,1.0
0,834,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,834.0,3.0,0.0,0.0,7.0,1014.0,623.0,3.0,1.0,695556.0,2502.0,0.0,0.0,5838.0,845676.0,519582.0,2502.0,834.0,9.0,0.0,0.0,21.0,3042.0,1869.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,21.0,7.0,1028196.0,631722.0,3042.0,1014.0,388129.0,1869.0,623.0,9.0,3.0,1.0
0,835,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,835.0,3.0,0.0,0.0,8.0,1014.0,623.0,1.0,1.0,697225.0,2505.0,0.0,0.0,6680.0,846690.0,520205.0,835.0,835.0,9.0,0.0,0.0,24.0,3042.0,1869.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,8.0,8.0,1028196.0,631722.0,1014.0,1014.0,388129.0,623.0,623.0,1.0,1.0,1.0
1,836,1,female,1,1,83,C,E,41,Miss,113,7,Small,3,female_,female_,female_,female_,C_,C_,C_,E_,E_,Miss_,836.0,1.0,1.0,1.0,83.0,41.0,113.0,7.0,3.0,698896.0,836.0,836.0,836.0,69388.0,34276.0,94468.0,5852.0,2508.0,1.0,1.0,1.0,83.0,41.0,113.0,7.0,3.0,1.0,1.0,83.0,41.0,113.0,7.0,3.0,1.0,83.0,41.0,113.0,7.0,3.0,6889.0,3403.0,9379.0,581.0,249.0,1681.0,4633.0,287.0,123.0,12769.0,791.0,339.0,49.0,21.0,9.0
0,837,3,male,0,0,8,S,U,1014,Mr,623,2,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,837.0,3.0,0.0,0.0,8.0,1014.0,623.0,2.0,1.0,700569.0,2511.0,0.0,0.0,6696.0,848718.0,521451.0,1674.0,837.0,9.0,0.0,0.0,24.0,3042.0,1869.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,16.0,8.0,1028196.0,631722.0,2028.0,1014.0,388129.0,1246.0,623.0,4.0,2.0,1.0
0,838,3,male,0,0,8,S,U,1014,Mr,623,5,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,838.0,3.0,0.0,0.0,8.0,1014.0,623.0,5.0,1.0,702244.0,2514.0,0.0,0.0,6704.0,849732.0,522074.0,4190.0,838.0,9.0,0.0,0.0,24.0,3042.0,1869.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,40.0,8.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0
1,839,3,male,0,0,56,S,U,1014,Mr,623,6,Alone,8,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,839.0,3.0,0.0,0.0,56.0,1014.0,623.0,6.0,8.0,703921.0,2517.0,0.0,0.0,46984.0,850746.0,522697.0,5034.0,6712.0,9.0,0.0,0.0,168.0,3042.0,1869.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,56784.0,34888.0,336.0,448.0,1028196.0,631722.0,6084.0,8112.0,388129.0,3738.0,4984.0,36.0,48.0,64.0
1,840,1,male,0,0,29,C,C,94,Mr,157,5,Alone,1,male_,male_,male_,male_,C_,C_,C_,C_,C_,Mr_,840.0,1.0,0.0,0.0,29.0,94.0,157.0,5.0,1.0,705600.0,840.0,0.0,0.0,24360.0,78960.0,131880.0,4200.0,840.0,1.0,0.0,0.0,29.0,94.0,157.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,2726.0,4553.0,145.0,29.0,8836.0,14758.0,470.0,94.0,24649.0,785.0,157.0,25.0,5.0,1.0
