Survived,Pclass,SibSp,Fare,Age_bin,Ticket_freq,16,24,25,27,60
0,3,0,7,4,1,1.0,1.0,0.0,0.0,1.0
1,1,1,52,8,2,0.0,0.0,1.0,1.0,0.0
0,1,0,5,6,1,1.0,1.0,0.0,0.0,1.0
0,3,0,9,8,1,1.0,1.0,0.0,0.0,1.0
1,2,1,24,4,2,0.0,0.0,1.0,1.0,0.0
1,3,0,7,0,1,0.0,0.0,1.0,1.0,0.0
0,3,0,9,2,2,1.0,1.0,0.0,0.0,1.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
1,1,0,83,9,3,0.0,0.0,1.0,1.0,0.0
1,2,0,26,3,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
0,3,0,10,2,1,0.0,0.0,1.0,1.0,0.0
0,2,0,10,4,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,3,1,1.0,1.0,0.0,0.0,1.0
0,3,0,29,7,6,0.0,0.0,1.0,1.0,0.0
0,2,0,13,4,1,0.0,1.0,0.0,0.0,0.0
1,1,0,30,1,1,0.0,0.0,1.0,1.0,0.0
0,3,1,23,3,4,0.0,0.0,1.0,1.0,0.0
1,1,0,30,4,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
