,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,Deck,Title
648,0,3,"Willey, Mr. Edward",0,21,0,0,7,0,8,Mr
649,1,3,"Stanley, Miss. Amy Zillah Elsie",1,23,0,0,7,0,8,Miss
650,0,3,"Mitkoff, Mr. Mito",0,31,0,0,7,0,8,Mr
651,1,2,"Doling, Miss. Elsie",1,18,0,1,23,0,8,Miss
652,0,3,"Kalvik, Mr. Johannes Halvorsen",0,21,0,0,8,0,8,Mr
653,1,3,"O'Leary, Miss. Hanora ""Norah""",1,30,0,0,7,2,8,Miss
654,0,3,"Hegarty, Miss. Hanora ""Nora""",1,18,0,0,6,2,8,Miss
655,0,2,"Hickman, Mr. Leonard Mark",0,24,2,0,73,0,8,Mr
656,0,3,"Radeff, Mr. Alexander",0,30,0,0,7,0,8,Mr
657,0,3,"Bourke, Mrs. John (Catherine)",1,32,1,1,15,2,8,Mrs
658,0,2,"Eitemiller, Mr. George Floyd",0,23,0,0,13,0,8,Mr
659,0,1,"Newell, Mr. Arthur Webster",0,58,0,2,113,1,4,Mr
660,1,1,"Frauenthal, Dr. Henry William",0,50,2,0,133,0,8,Rare
661,0,3,"Badt, Mr. Mohamed",0,40,0,0,7,1,8,Mr
662,0,1,"Colley, Mr. Edward Pomeroy",0,47,0,0,25,0,5,Mr
663,0,3,"Coleff, Mr. Peju",0,36,0,0,7,0,8,Mr
664,1,3,"Lindqvist, Mr. Eino William",0,20,1,0,7,0,8,Mr
665,0,2,"Hickman, Mr. Lewis",0,32,2,0,73,0,8,Mr
666,0,2,"Butler, Mr. Reginald Fenton",0,25,0,0,13,0,8,Mr
667,0,3,"Rommetvedt, Mr. Knud Paust",0,30,0,0,7,0,8,Mr
668,0,3,"Cook, Mr. Jacob",0,43,0,0,8,0,8,Mr
669,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,32,1,0,52,0,3,Mrs
670,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",1,40,1,1,39,0,8,Mrs
671,0,1,"Davidson, Mr. Thornton",0,31,1,0,52,0,2,Mr
672,0,2,"Mitchell, Mr. Henry Michael",0,70,0,0,10,0,8,Mr
673,1,2,"Wilhelms, Mr. Charles",0,31,0,0,13,0,8,Mr
674,0,2,"Watson, Mr. Ennis Hastings",0,39,0,0,0,0,8,Mr
675,0,3,"Edvardsson, Mr. Gustaf Hjalmar",0,18,0,0,7,0,8,Mr
676,0,3,"Sawyer, Mr. Frederick Charles",0,24,0,0,8,0,8,Mr
677,1,3,"Turja, Miss. Anna Sofia",1,18,0,0,9,0,8,Miss
678,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",1,43,1,6,46,0,8,Mrs
679,1,1,"Cardeza, Mr. Thomas Drake Martinez",0,36,0,1,512,1,2,Mr
680,0,3,"Peters, Miss. Katie",1,33,0,0,8,2,8,Miss
681,1,1,"Hassab, Mr. Hammad",0,27,0,0,76,1,4,Mr
682,0,3,"Olsvigen, Mr. Thor Anderson",0,20,0,0,9,0,8,Mr
683,0,3,"Goodwin, Mr. Charles Edward",0,14,5,2,46,0,8,Mr
684,0,2,"Brown, Mr. Thomas William Solomon",0,60,1,1,39,0,8,Mr
685,0,2,"Laroche, Mr. Joseph Philippe Lemercier",0,25,1,2,41,1,8,Mr
686,0,3,"Panula, Mr. Jaako Arnold",0,14,4,1,39,0,8,Mr
687,0,3,"Dakic, Mr. Branko",0,19,0,0,10,0,8,Mr
688,0,3,"Fischer, Mr. Eberhard Thelander",0,18,0,0,7,0,8,Mr
689,1,1,"Madill, Miss. Georgette Alexandra",1,15,0,1,211,0,2,Miss
690,1,1,"Dick, Mr. Albert Adrian",0,31,1,0,57,0,2,Mr
691,1,3,"Karun, Miss. Manca",1,4,0,1,13,1,8,Miss
692,1,3,"Lam, Mr. Ali",0,23,0,0,56,0,8,Mr
693,0,3,"Saad, Mr. Khalil",0,25,0,0,7,1,8,Mr
694,0,1,"Weir, Col. John",0,60,0,0,26,0,8,Rare
695,0,2,"Chapman, Mr. Charles Henry",0,52,0,0,13,0,8,Mr
696,0,3,"Kelly, Mr. James",0,44,0,0,8,0,8,Mr
697,1,3,"Mullens, Miss. Katherine ""Katie""",1,25,0,0,7,2,8,Miss
698,0,1,"Thayer, Mr. John Borland",0,49,1,1,110,1,3,Mr
699,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,42,0,0,7,0,6,Mr
700,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",1,18,1,0,227,1,3,Mrs
701,1,1,"Silverthorne, Mr. Spencer Victor",0,35,0,0,26,0,5,Mr
702,0,3,"Barbara, Miss. Saiide",1,18,0,1,14,1,8,Miss
703,0,3,"Gallagher, Mr. Martin",0,25,0,0,7,2,8,Mr
704,0,3,"Hansen, Mr. Henrik Juul",0,26,1,0,7,0,8,Mr
705,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,39,0,0,26,0,8,Mr
706,1,2,"Kelly, Mrs. Florence ""Fannie""",1,45,0,0,13,0,8,Mrs
707,1,1,"Calderhead, Mr. Edward Pennington",0,42,0,0,26,0,5,Mr
708,1,1,"Cleaver, Miss. Alice",1,22,0,0,151,0,8,Miss
709,1,3,"Moubarek, Master. Halim Gonios (""William George"")",0,34,1,1,15,1,8,Master
710,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,24,0,0,49,1,3,Miss
711,0,1,"Klaber, Mr. Herman",0,34,0,0,26,0,3,Mr
712,1,1,"Taylor, Mr. Elmer Zebley",0,48,1,0,52,0,3,Mr
713,0,3,"Larsson, Mr. August Viktor",0,29,0,0,9,0,8,Mr
714,0,2,"Greenberg, Mr. Samuel",0,52,0,0,13,0,8,Mr
715,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,19,0,0,7,0,6,Mr
716,1,1,"Endres, Miss. Caroline Louise",1,38,0,0,227,1,3,Miss
717,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",1,27,0,0,10,0,5,Miss
718,0,3,"McEvoy, Mr. Michael",0,40,0,0,15,2,8,Mr
719,0,3,"Johnson, Mr. Malkolm Joackim",0,33,0,0,7,0,8,Mr
720,1,2,"Harper, Miss. Annie Jessie ""Nina""",1,6,0,1,33,0,8,Miss
721,0,3,"Jensen, Mr. Svend Lauritz",0,17,1,0,7,0,8,Mr
722,0,2,"Gillespie, Mr. William Henry",0,34,0,0,13,0,8,Mr
723,0,2,"Hodges, Mr. Henry Price",0,50,0,0,13,0,8,Mr
724,1,1,"Chambers, Mr. Norman Campbell",0,27,1,0,53,0,5,Mr
725,0,3,"Oreskovic, Mr. Luka",0,20,0,0,8,0,8,Mr
726,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",1,30,3,0,21,0,8,Mrs
727,1,3,"Mannion, Miss. Margareth",1,41,0,0,7,2,8,Miss
728,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",0,25,1,0,26,0,8,Mr
729,0,3,"Ilmakangas, Miss. Pieta Sofia",1,25,1,0,7,0,8,Miss
730,1,1,"Allen, Miss. Elisabeth Walton",1,29,0,0,211,0,2,Miss
731,0,3,"Hassan, Mr. Houssein G N",0,11,0,0,18,1,8,Mr
732,0,2,"Knight, Mr. Robert J",0,28,0,0,0,0,8,Mr
733,0,2,"Berriman, Mr. William John",0,23,0,0,13,0,8,Mr
734,0,2,"Troupiansky, Mr. Moses Aaron",0,23,0,0,13,0,8,Mr
735,0,3,"Williams, Mr. Leslie",0,28,0,0,16,0,8,Mr
736,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",1,48,1,3,34,0,8,Mrs
737,1,1,"Lesurer, Mr. Gustave J",0,35,0,0,512,1,2,Mr
738,0,3,"Ivanoff, Mr. Kanio",0,21,0,0,7,0,8,Mr
739,0,3,"Nankoff, Mr. Minko",0,23,0,0,7,0,8,Mr
740,1,1,"Hawksford, Mr. Walter James",0,22,0,0,30,0,4,Mr
741,0,1,"Cavendish, Mr. Tyrell William",0,36,1,0,78,0,3,Mr
742,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",1,21,2,2,262,1,2,Miss
743,0,3,"McNamee, Mr. Neal",0,24,1,0,16,0,8,Mr
744,1,3,"Stranden, Mr. Juho",0,31,0,0,7,0,8,Mr
745,0,1,"Crosby, Capt. Edward Gifford",0,70,1,1,71,0,2,Rare
746,0,3,"Abbott, Mr. Rossmore Edward",0,16,1,1,20,0,8,Mr
747,1,2,"Sinkkonen, Miss. Anna",1,30,0,0,13,0,8,Miss
748,0,1,"Marvin, Mr. Daniel Warner",0,19,1,0,53,0,4,Mr
749,0,3,"Connaghton, Mr. Michael",0,31,0,0,7,2,8,Mr
750,1,2,"Wells, Miss. Joan",1,4,1,1,23,0,8,Miss
751,1,3,"Moor, Master. Meier",0,6,0,1,12,0,5,Master
752,0,3,"Vande Velde, Mr. Johannes Joseph",0,33,0,0,9,0,8,Mr
753,0,3,"Jonkoff, Mr. Lalio",0,23,0,0,7,0,8,Mr
754,1,2,"Herman, Mrs. Samuel (Jane Laver)",1,48,1,2,65,0,8,Mrs
755,1,2,"Hamalainen, Master. Viljo",0,0,1,1,14,0,8,Master
756,0,3,"Carlsson, Mr. August Sigfrid",0,28,0,0,7,0,8,Mr
757,0,2,"Bailey, Mr. Percy Andrew",0,18,0,0,11,0,8,Mr
758,0,3,"Theobald, Mr. Thomas Leonard",0,34,0,0,8,0,8,Mr
759,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",1,33,0,0,86,0,2,Rare
760,0,3,"Garfirth, Mr. John",0,33,0,0,14,0,8,Mr
761,0,3,"Nirva, Mr. Iisakki Antino Aijo",0,41,0,0,7,0,8,Mr
762,1,3,"Barah, Mr. Hanna Assi",0,20,0,0,7,1,8,Mr
763,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",1,36,1,2,120,0,2,Mrs
764,0,3,"Eklund, Mr. Hans Linus",0,16,0,0,7,0,8,Mr
765,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",1,51,1,0,77,0,4,Mrs
766,0,1,"Brewe, Dr. Arthur Jackson",0,34,0,0,39,1,8,Rare
767,0,3,"Mangan, Miss. Mary",1,30,0,0,7,2,8,Miss
768,0,3,"Moran, Mr. Daniel J",0,34,1,0,24,2,8,Mr
769,0,3,"Gronnestad, Mr. Daniel Danielsen",0,32,0,0,8,0,8,Mr
770,0,3,"Lievens, Mr. Rene Aime",0,24,0,0,9,0,8,Mr
771,0,3,"Jensen, Mr. Niels Peder",0,48,0,0,7,0,8,Mr
772,0,2,"Mack, Mrs. (Mary)",1,57,0,0,10,0,5,Mrs
773,0,3,"Elias, Mr. Dibo",0,16,0,0,7,1,8,Mr
774,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",1,54,1,3,23,0,8,Mrs
775,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,18,0,0,7,0,8,Mr
776,0,3,"Tobin, Mr. Roger",0,18,0,0,7,2,6,Mr
777,1,3,"Emanuel, Miss. Virginia Ethel",1,5,0,0,12,0,8,Miss
778,0,3,"Kilgannon, Mr. Thomas J",0,16,0,0,7,2,8,Mr
779,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1,43,0,1,211,0,2,Mrs
780,1,3,"Ayoub, Miss. Banoura",1,13,0,0,7,1,8,Miss
781,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,17,1,0,57,0,2,Mrs
782,0,1,"Long, Mr. Milton Clyde",0,29,0,0,30,0,4,Mr
783,0,3,"Johnston, Mr. Andrew G",0,29,1,2,23,0,8,Mr
784,0,3,"Ali, Mr. William",0,25,0,0,7,0,8,Mr
785,0,3,"Harmer, Mr. Abraham (David Lishin)",0,25,0,0,7,0,8,Mr
786,1,3,"Sjoblom, Miss. Anna Sofia",1,18,0,0,7,0,8,Miss
787,0,3,"Rice, Master. George Hugh",0,8,4,1,29,2,8,Master
788,1,3,"Dean, Master. Bertram Vere",0,1,1,2,20,0,8,Master
789,0,1,"Guggenheim, Mr. Benjamin",0,46,0,0,79,1,2,Mr
790,0,3,"Keane, Mr. Andrew ""Andy""",0,24,0,0,7,2,8,Mr
791,0,2,"Gaskell, Mr. Alfred",0,16,0,0,26,0,8,Mr
792,0,3,"Sage, Miss. Stella Anna",1,23,8,2,69,0,8,Miss
793,0,1,"Hoyt, Mr. William Fisher",0,20,0,0,30,1,8,Mr
794,0,3,"Dantcheff, Mr. Ristiu",0,25,0,0,7,0,8,Mr
795,0,2,"Otter, Mr. Richard",0,39,0,0,13,0,8,Mr
796,1,1,"Leader, Dr. Alice (Farnham)",1,49,0,0,25,0,4,Rare
797,1,3,"Osman, Mrs. Mara",1,31,0,0,8,0,8,Mrs
798,0,3,"Ibrahim Shawah, Mr. Yousseff",0,30,0,0,7,1,8,Mr
799,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",1,30,1,1,24,0,8,Mrs
800,0,2,"Ponesell, Mr. Martin",0,34,0,0,13,0,8,Mr
801,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",1,31,1,1,26,0,8,Mrs
802,1,1,"Carter, Master. William Thornton II",0,11,1,2,120,0,2,Master
803,1,3,"Thomas, Master. Assad Alexander",0,0,0,1,8,1,8,Master
804,1,3,"Hedman, Mr. Oskar Arvid",0,27,0,0,6,0,8,Mr
805,0,3,"Johansson, Mr. Karl Johan",0,31,0,0,7,0,8,Mr
806,0,1,"Andrews, Mr. Thomas Jr",0,39,0,0,0,0,1,Mr
807,0,3,"Pettersson, Miss. Ellen Natalia",1,18,0,0,7,0,8,Miss
808,0,2,"Meyer, Mr. August",0,39,0,0,13,0,8,Mr
809,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,33,1,0,53,0,5,Mrs
810,0,3,"Alexander, Mr. William",0,26,0,0,7,0,8,Mr
811,0,3,"Lester, Mr. James",0,39,0,0,24,0,8,Mr
812,0,2,"Slemen, Mr. Richard James",0,35,0,0,10,0,8,Mr
813,0,3,"Andersson, Miss. Ebba Iris Alfrida",1,6,4,2,31,0,8,Miss
814,0,3,"Tomlin, Mr. Ernest Portage",0,30,0,0,8,0,8,Mr
815,0,1,"Fry, Mr. Richard",0,21,0,0,0,0,2,Mr
816,0,3,"Heininen, Miss. Wendla Maria",1,23,0,0,7,0,8,Miss
817,0,2,"Mallet, Mr. Albert",0,31,1,1,37,1,8,Mr
818,0,3,"Holm, Mr. John Fredrik Alexander",0,43,0,0,6,0,8,Mr
819,0,3,"Skoog, Master. Karl Thorsten",0,10,3,2,27,0,8,Master
820,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,52,1,1,93,0,2,Mrs
821,1,3,"Lulic, Mr. Nikola",0,27,0,0,8,0,8,Mr
822,0,1,"Reuchlin, Jonkheer. John George",0,38,0,0,0,0,8,Rare
823,1,3,"Moor, Mrs. (Beila)",1,27,0,1,12,0,5,Mrs
824,0,3,"Panula, Master. Urho Abraham",0,2,4,1,39,0,8,Master
825,0,3,"Flynn, Mr. John",0,20,0,0,6,2,8,Mr
826,0,3,"Lam, Mr. Len",0,18,0,0,56,0,8,Mr
827,1,2,"Mallet, Master. Andre",0,1,0,2,37,1,8,Master
828,1,3,"McCormack, Mr. Thomas Joseph",0,31,0,0,7,2,8,Mr
829,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",1,62,0,0,80,0,2,Mrs
830,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",1,15,1,0,14,1,8,Mrs
831,1,2,"Richards, Master. George Sibley",0,0,1,1,18,0,8,Master
832,0,3,"Saad, Mr. Amin",0,30,0,0,7,1,8,Mr
833,0,3,"Augustsson, Mr. Albert",0,23,0,0,7,0,8,Mr
834,0,3,"Allum, Mr. Owen George",0,18,0,0,8,0,8,Mr
835,1,1,"Compton, Miss. Sara Rebecca",1,39,1,1,83,1,5,Miss
836,0,3,"Pasic, Mr. Jakob",0,21,0,0,8,0,8,Mr
837,0,3,"Sirota, Mr. Maurice",0,19,0,0,8,0,8,Mr
838,1,3,"Chip, Mr. Chang",0,32,0,0,56,0,8,Mr
839,1,1,"Marechal, Mr. Pierre",0,33,0,0,29,1,3,Mr
840,0,3,"Alhomaki, Mr. Ilmari Rudolf",0,20,0,0,7,0,8,Mr
841,0,2,"Mudd, Mr. Thomas Charles",0,16,0,0,10,0,8,Mr
842,1,1,"Serepeca, Miss. Augusta",1,30,0,0,31,1,8,Miss
843,0,3,"Lemberopolous, Mr. Peter L",0,34,0,0,6,1,8,Mr
844,0,3,"Culumovic, Mr. Jeso",0,17,0,0,8,0,8,Mr
845,0,3,"Abbing, Mr. Anthony",0,42,0,0,7,0,8,Mr
846,0,3,"Sage, Mr. Douglas Bullen",0,30,8,2,69,0,8,Mr
847,0,3,"Markoff, Mr. Marin",0,35,0,0,7,1,8,Mr
848,0,2,"Harper, Rev. John",0,28,0,1,33,0,8,Rare
849,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",1,32,1,0,89,1,3,Mrs
850,0,3,"Andersson, Master. Sigvard Harald Elias",0,4,4,2,31,0,8,Master
851,0,3,"Svensson, Mr. Johan",0,74,0,0,7,0,8,Mr
852,0,3,"Boulos, Miss. Nourelain",1,9,1,1,15,1,8,Miss
853,1,1,"Lines, Miss. Mary Conover",1,16,0,1,39,0,4,Miss
854,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",1,44,1,0,26,0,8,Mrs
855,1,3,"Aks, Mrs. Sam (Leah Rosen)",1,18,0,1,9,0,8,Mrs
856,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",1,45,1,1,164,0,8,Mrs
857,1,1,"Daly, Mr. Peter Denis ",0,51,0,0,26,0,5,Mr
858,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",1,24,0,3,19,1,8,Mrs
859,0,3,"Razi, Mr. Raihed",0,34,0,0,7,1,8,Mr
860,0,3,"Hansen, Mr. Claus Peter",0,41,2,0,14,0,8,Mr
861,0,2,"Giles, Mr. Frederick Edward",0,21,1,0,11,0,8,Mr
862,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,48,0,0,25,0,4,Mrs
863,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",1,20,8,2,69,0,8,Miss
864,0,2,"Gill, Mr. John William",0,24,0,0,13,0,8,Mr
865,1,2,"Bystrom, Mrs. (Karolina)",1,42,0,0,13,0,8,Mrs
866,1,2,"Duran y More, Miss. Asuncion",1,27,1,0,13,1,8,Miss
867,0,1,"Roebling, Mr. Washington Augustus II",0,31,0,0,50,0,1,Mr
868,0,3,"van Melkebeke, Mr. Philemon",0,38,0,0,9,0,8,Mr
869,1,3,"Johnson, Master. Harold Theodor",0,4,1,1,11,0,8,Master
870,0,3,"Balkic, Mr. Cerin",0,26,0,0,7,0,8,Mr
871,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,47,1,1,52,0,4,Mrs
872,0,1,"Carlsson, Mr. Frans Olof",0,33,0,0,5,0,2,Mr
873,0,3,"Vander Cruyssen, Mr. Victor",0,47,0,0,9,0,8,Mr
874,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",1,28,1,0,24,1,8,Mrs
875,1,3,"Najib, Miss. Adele Kiamie ""Jane""",1,15,0,0,7,1,8,Miss
876,0,3,"Gustafsson, Mr. Alfred Ossian",0,20,0,0,9,0,8,Mr
877,0,3,"Petroff, Mr. Nedelio",0,19,0,0,7,0,8,Mr
878,0,3,"Laleff, Mr. Kristo",0,32,0,0,7,0,8,Mr
879,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,56,0,1,83,1,3,Mrs
880,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",1,25,0,1,26,0,8,Mrs
881,0,3,"Markun, Mr. Johann",0,33,0,0,7,0,8,Mr
882,0,3,"Dahlberg, Miss. Gerda Ulrika",1,22,0,0,10,0,8,Miss
883,0,2,"Banfield, Mr. Frederick James",0,28,0,0,10,0,8,Mr
884,0,3,"Sutehall, Mr. Henry Jr",0,25,0,0,7,0,8,Mr
885,0,3,"Rice, Mrs. William (Margaret Norton)",1,39,0,5,29,2,8,Mrs
886,0,2,"Montvila, Rev. Juozas",0,27,0,0,13,0,8,Rare
887,1,1,"Graham, Miss. Margaret Edith",1,19,0,0,30,0,2,Miss
888,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",1,41,1,2,23,0,8,Miss
889,1,1,"Behr, Mr. Karl Howell",0,26,0,0,30,1,3,Mr
890,0,3,"Dooley, Mr. Patrick",0,32,0,0,7,2,8,Mr
891,-1,3,"Kelly, Mr. James",0,34,0,0,7,2,8,Mr
892,-1,3,"Wilkes, Mrs. James (Ellen Needs)",1,47,1,0,7,0,8,Mrs
893,-1,2,"Myles, Mr. Thomas Francis",0,62,0,0,9,2,8,Mr
894,-1,3,"Wirz, Mr. Albert",0,27,0,0,8,0,8,Mr
895,-1,3,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",1,22,1,1,12,0,8,Mrs
896,-1,3,"Svensson, Mr. Johan Cervin",0,14,0,0,9,0,8,Mr
897,-1,3,"Connolly, Miss. Kate",1,30,0,0,7,2,8,Miss
898,-1,2,"Caldwell, Mr. Albert Francis",0,26,1,1,29,0,8,Mr
899,-1,3,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",1,18,0,0,7,1,8,Mrs
900,-1,3,"Davies, Mr. John Samuel",0,21,2,0,24,0,8,Mr
901,-1,3,"Ilieff, Mr. Ylio",0,15,0,0,7,0,8,Mr
902,-1,1,"Jones, Mr. Charles Cresson",0,46,0,0,26,0,8,Mr
903,-1,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",1,23,1,0,82,0,2,Mrs
904,-1,2,"Howard, Mr. Benjamin",0,63,1,0,26,0,8,Mr
905,-1,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",1,47,1,0,61,0,5,Mrs
906,-1,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",1,24,1,0,27,1,8,Mrs
907,-1,2,"Keane, Mr. Daniel",0,35,0,0,12,2,8,Mr
908,-1,3,"Assaf, Mr. Gerios",0,21,0,0,7,1,8,Mr
909,-1,3,"Ilmakangas, Miss. Ida Livija",1,27,1,0,7,0,8,Miss
910,-1,3,"Assaf Khalil, Mrs. Mariana (Miriam"")""",1,45,0,0,7,1,8,Mrs
911,-1,1,"Rothschild, Mr. Martin",0,55,1,0,59,1,8,Mr
912,-1,3,"Olsen, Master. Artur Karl",0,9,0,1,3,0,8,Master
913,-1,1,"Flegenheim, Mrs. Alfred (Antoinette)",1,24,0,0,31,0,8,Mrs
914,-1,1,"Williams, Mr. Richard Norris II",0,21,0,1,61,1,8,Mr
915,-1,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",1,48,1,3,262,1,2,Mrs
916,-1,3,"Robins, Mr. Alexander A",0,50,1,0,14,0,8,Mr
917,-1,1,"Ostby, Miss. Helene Ragnhild",1,22,0,1,61,1,2,Miss
918,-1,3,"Daher, Mr. Shedid",0,22,0,0,7,1,8,Mr
919,-1,1,"Brady, Mr. John Bertram",0,41,0,0,30,0,1,Mr
920,-1,3,"Samaan, Mr. Elias",0,23,2,0,21,1,8,Mr
921,-1,2,"Louch, Mr. Charles Alexander",0,50,1,0,26,0,8,Mr
922,-1,2,"Jefferys, Mr. Clifford Thomas",0,24,2,0,31,0,8,Mr
923,-1,3,"Dean, Mrs. Bertram (Eva Georgetta Light)",1,33,1,2,20,0,8,Mrs
924,-1,3,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",1,34,1,2,23,0,8,Mrs
925,-1,1,"Mock, Mr. Philipp Edmund",0,30,1,0,57,1,3,Mr
926,-1,3,"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""",0,18,0,0,7,1,8,Mr
927,-1,3,"Roth, Miss. Sarah A",1,36,0,0,8,0,8,Miss
928,-1,3,"Cacic, Miss. Manda",1,21,0,0,8,0,8,Miss
929,-1,3,"Sap, Mr. Julius",0,25,0,0,9,0,8,Mr
930,-1,3,"Hee, Mr. Ling",0,28,0,0,56,0,8,Mr
931,-1,3,"Karun, Mr. Franz",0,39,0,1,13,1,8,Mr
932,-1,1,"Franklin, Mr. Thomas Parham",0,35,0,0,26,0,4,Mr
933,-1,3,"Goldsmith, Mr. Nathan",0,41,0,0,7,0,8,Mr
934,-1,2,"Corbett, Mrs. Walter H (Irene Colvin)",1,30,0,0,13,0,8,Mrs
935,-1,1,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",1,45,1,0,52,0,4,Mrs
936,-1,3,"Peltomaki, Mr. Nikolai Johannes",0,25,0,0,7,0,8,Mr
937,-1,1,"Chevre, Mr. Paul Romaine",0,45,0,0,29,1,1,Mr
938,-1,3,"Shaughnessy, Mr. Patrick",0,30,0,0,7,2,8,Mr
939,-1,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",1,60,0,0,76,1,4,Mrs
940,-1,3,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""",1,36,0,2,15,0,8,Mrs
941,-1,1,"Smith, Mr. Lucien Philip",0,24,1,0,60,0,3,Mr
942,-1,2,"Pulbaum, Mr. Franz",0,27,0,0,15,1,8,Mr
943,-1,2,"Hocking, Miss. Ellen Nellie""""",1,20,2,1,23,0,8,Miss
944,-1,1,"Fortune, Miss. Ethel Flora",1,28,3,2,263,0,3,Miss
945,-1,2,"Mangiavacchi, Mr. Serafino Emilio",0,40,0,0,15,1,8,Mr
946,-1,3,"Rice, Master. Albert",0,10,4,1,29,2,8,Master
947,-1,3,"Cor, Mr. Bartol",0,35,0,0,7,0,8,Mr
948,-1,3,"Abelseth, Mr. Olaus Jorgensen",0,25,0,0,7,0,6,Mr
949,-1,3,"Davison, Mr. Thomas Henry",0,41,1,0,16,0,8,Mr
950,-1,1,"Chaudanson, Miss. Victorine",1,36,0,0,262,1,2,Miss
951,-1,3,"Dika, Mr. Mirko",0,17,0,0,7,0,8,Mr
952,-1,2,"McCrae, Mr. Arthur Gordon",0,32,0,0,13,0,8,Mr
953,-1,3,"Bjorklund, Mr. Ernst Herbert",0,18,0,0,7,0,8,Mr
954,-1,3,"Bradley, Miss. Bridget Delia",1,22,0,0,7,2,8,Miss
955,-1,1,"Ryerson, Master. John Borie",0,13,2,2,262,1,2,Master
956,-1,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",1,34,0,0,21,0,8,Mrs
957,-1,3,"Burns, Miss. Mary Delia",1,18,0,0,7,2,8,Miss
958,-1,1,"Moore, Mr. Clarence Bloomfield",0,47,0,0,42,0,8,Mr
959,-1,1,"Tucker, Mr. Gilbert Milligan Jr",0,31,0,0,28,1,3,Mr
960,-1,1,"Fortune, Mrs. Mark (Mary McDougald)",1,60,1,4,263,0,3,Mrs
961,-1,3,"Mulvihill, Miss. Bertha E",1,24,0,0,7,2,8,Miss
962,-1,3,"Minkoff, Mr. Lazar",0,21,0,0,7,0,8,Mr
963,-1,3,"Nieminen, Miss. Manta Josefina",1,29,0,0,7,0,8,Miss
964,-1,1,"Ovies y Rodriguez, Mr. Servando",0,28,0,0,27,1,4,Mr
965,-1,1,"Geiger, Miss. Amalie",1,35,0,0,211,1,3,Miss
966,-1,1,"Keeping, Mr. Edwin",0,32,0,0,211,1,3,Mr
967,-1,3,"Miles, Mr. Frank",0,37,0,0,8,0,8,Mr
968,-1,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",1,55,2,0,25,0,3,Mrs
