Survived,Pclass,SibSp,Parch,Fare,port_sex,Age_bin,Ticket_freq,poly1,poly2,poly3,poly4,poly5,poly6,poly7,poly8,poly9,poly10,poly11,poly13,poly14,poly15,poly16,poly17,poly18,poly19,poly20,poly21,poly22,poly23,poly24,poly25,poly26,poly27,poly28,poly29,poly30,poly32,poly36,poly38,poly39,poly40,poly41,poly42,poly43,poly44,poly45,poly46,poly47,poly48,poly49,poly50,poly51,poly52,poly53,0,1,2,3,4,6,7,13,15,16,17,19,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,48,50,51,57,59,60,61
1,3,0,0,7,157,5,1,3.0,0.0,0.0,7.0,1014.0,157.0,5.0,1.0,207936.0,1368.0,0.0,3192.0,462384.0,71592.0,2280.0,456.0,9.0,0.0,0.0,21.0,3042.0,471.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,1099.0,35.0,7.0,1028196.0,159198.0,5070.0,1014.0,24649.0,785.0,157.0,25.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,0,0,26,623,9,1,1.0,0.0,0.0,26.0,41.0,623.0,9.0,1.0,208849.0,457.0,0.0,11882.0,18737.0,284711.0,4113.0,457.0,1.0,0.0,0.0,26.0,41.0,623.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,1066.0,16198.0,234.0,26.0,1681.0,25543.0,369.0,41.0,388129.0,5607.0,623.0,81.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,1,0,51,293,8,2,1.0,1.0,0.0,51.0,46.0,293.0,8.0,2.0,209764.0,458.0,458.0,23358.0,21068.0,134194.0,3664.0,916.0,1.0,1.0,0.0,51.0,46.0,293.0,8.0,2.0,1.0,0.0,51.0,46.0,293.0,2.0,0.0,0.0,2601.0,2346.0,14943.0,408.0,102.0,2116.0,13478.0,368.0,92.0,85849.0,2344.0,586.0,64.0,16.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0,0,10,293,9,1,2.0,0.0,0.0,10.0,1014.0,293.0,9.0,1.0,210681.0,918.0,0.0,4590.0,465426.0,134487.0,4131.0,459.0,4.0,0.0,0.0,20.0,2028.0,586.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10140.0,2930.0,90.0,10.0,1028196.0,297102.0,9126.0,1014.0,85849.0,2637.0,293.0,81.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,3,0,0,7,63,6,1,3.0,0.0,0.0,7.0,1014.0,63.0,6.0,1.0,211600.0,1380.0,0.0,3220.0,466440.0,28980.0,2760.0,460.0,9.0,0.0,0.0,21.0,3042.0,189.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,441.0,42.0,7.0,1028196.0,63882.0,6084.0,1014.0,3969.0,378.0,63.0,36.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0,0,26,623,8,1,1.0,0.0,0.0,26.0,41.0,623.0,8.0,1.0,212521.0,461.0,0.0,11986.0,18901.0,287203.0,3688.0,461.0,1.0,0.0,0.0,26.0,41.0,623.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,1066.0,16198.0,208.0,26.0,1681.0,25543.0,328.0,41.0,388129.0,4984.0,623.0,64.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,0,0,8,623,6,1,3.0,0.0,0.0,8.0,1014.0,623.0,6.0,1.0,213444.0,1386.0,0.0,3696.0,468468.0,287826.0,2772.0,462.0,9.0,0.0,0.0,24.0,3042.0,1869.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,48.0,8.0,1028196.0,631722.0,6084.0,1014.0,388129.0,3738.0,623.0,36.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,0,0,38,623,8,1,1.0,0.0,0.0,38.0,41.0,623.0,8.0,1.0,214369.0,463.0,0.0,17594.0,18983.0,288449.0,3704.0,463.0,1.0,0.0,0.0,38.0,41.0,623.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.0,1558.0,23674.0,304.0,38.0,1681.0,25543.0,328.0,41.0,388129.0,4984.0,623.0,64.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,2,0,0,13,623,8,1,2.0,0.0,0.0,13.0,1014.0,623.0,8.0,1.0,215296.0,928.0,0.0,6032.0,470496.0,289072.0,3712.0,464.0,4.0,0.0,0.0,26.0,2028.0,1246.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,104.0,13.0,1028196.0,631722.0,8112.0,1014.0,388129.0,4984.0,623.0,64.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,8,623,2,1,3.0,0.0,0.0,8.0,1014.0,623.0,2.0,1.0,216225.0,1395.0,0.0,3720.0,471510.0,289695.0,930.0,465.0,9.0,0.0,0.0,24.0,3042.0,1869.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,16.0,8.0,1028196.0,631722.0,2028.0,1014.0,388129.0,1246.0,623.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,7,623,7,1,3.0,0.0,0.0,7.0,1014.0,623.0,7.0,1.0,217156.0,1398.0,0.0,3262.0,472524.0,290318.0,3262.0,466.0,9.0,0.0,0.0,21.0,3042.0,1869.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,49.0,7.0,1028196.0,631722.0,7098.0,1014.0,388129.0,4361.0,623.0,49.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,2,0,0,0,623,3,3,2.0,0.0,0.0,0.0,1014.0,623.0,3.0,3.0,218089.0,934.0,0.0,0.0,473538.0,290941.0,1401.0,1401.0,4.0,0.0,0.0,0.0,2028.0,1246.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028196.0,631722.0,3042.0,3042.0,388129.0,1869.0,1869.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,0,0,26,623,9,1,1.0,0.0,0.0,26.0,1014.0,623.0,9.0,1.0,219024.0,468.0,0.0,12168.0,474552.0,291564.0,4212.0,468.0,1.0,0.0,0.0,26.0,1014.0,623.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,26364.0,16198.0,234.0,26.0,1028196.0,631722.0,9126.0,1014.0,388129.0,5607.0,623.0,81.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,7,63,6,1,3.0,0.0,0.0,7.0,1014.0,63.0,6.0,1.0,219961.0,1407.0,0.0,3283.0,475566.0,29547.0,2814.0,469.0,9.0,0.0,0.0,21.0,3042.0,189.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,441.0,42.0,7.0,1028196.0,63882.0,6084.0,1014.0,3969.0,378.0,63.0,36.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3,2,1,19,113,0,4,3.0,2.0,1.0,19.0,1014.0,113.0,0.0,4.0,220900.0,1410.0,940.0,8930.0,476580.0,53110.0,0.0,1880.0,9.0,6.0,3.0,57.0,3042.0,339.0,0.0,12.0,4.0,2.0,38.0,2028.0,226.0,8.0,113.0,4.0,361.0,19266.0,2147.0,0.0,76.0,1028196.0,114582.0,0.0,4056.0,12769.0,0.0,452.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,3,0,0,7,623,6,1,3.0,0.0,0.0,7.0,1014.0,623.0,6.0,1.0,221841.0,1413.0,0.0,3297.0,477594.0,293433.0,2826.0,471.0,9.0,0.0,0.0,21.0,3042.0,1869.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,42.0,7.0,1028196.0,631722.0,6084.0,1014.0,388129.0,3738.0,623.0,36.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,8,623,7,1,3.0,0.0,0.0,8.0,1014.0,623.0,7.0,1.0,222784.0,1416.0,0.0,3776.0,478608.0,294056.0,3304.0,472.0,9.0,0.0,0.0,24.0,3042.0,1869.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,56.0,8.0,1028196.0,631722.0,7098.0,1014.0,388129.0,4361.0,623.0,49.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,2,1,2,27,293,6,4,2.0,1.0,2.0,27.0,1014.0,293.0,6.0,4.0,223729.0,946.0,473.0,12771.0,479622.0,138589.0,2838.0,1892.0,4.0,2.0,4.0,54.0,2028.0,586.0,12.0,8.0,1.0,2.0,27.0,1014.0,293.0,4.0,586.0,8.0,729.0,27378.0,7911.0,162.0,108.0,1028196.0,297102.0,6084.0,4056.0,85849.0,1758.0,1172.0,36.0,24.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,2,0,0,13,113,3,1,2.0,0.0,0.0,13.0,46.0,113.0,3.0,1.0,224676.0,948.0,0.0,6162.0,21804.0,53562.0,1422.0,474.0,4.0,0.0,0.0,26.0,92.0,226.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,598.0,1469.0,39.0,13.0,2116.0,5198.0,138.0,46.0,12769.0,339.0,113.0,9.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,9,293,2,1,3.0,0.0,0.0,9.0,1014.0,293.0,2.0,1.0,225625.0,1425.0,0.0,4275.0,481650.0,139175.0,950.0,475.0,9.0,0.0,0.0,27.0,3042.0,879.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,9126.0,2637.0,18.0,9.0,1028196.0,297102.0,2028.0,1014.0,85849.0,586.0,293.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,0,0,52,623,6,2,1.0,0.0,0.0,52.0,22.0,623.0,6.0,2.0,226576.0,476.0,0.0,24752.0,10472.0,296548.0,2856.0,952.0,1.0,0.0,0.0,52.0,22.0,623.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.0,1144.0,32396.0,312.0,104.0,484.0,13706.0,132.0,44.0,388129.0,3738.0,1246.0,36.0,12.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,2,1,0,21,623,6,2,2.0,1.0,0.0,21.0,1014.0,623.0,6.0,2.0,227529.0,954.0,477.0,10017.0,483678.0,297171.0,2862.0,954.0,4.0,2.0,0.0,42.0,2028.0,1246.0,12.0,4.0,1.0,0.0,21.0,1014.0,623.0,2.0,0.0,0.0,441.0,21294.0,13083.0,126.0,42.0,1028196.0,631722.0,6084.0,2028.0,388129.0,3738.0,1246.0,36.0,12.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,1,0,7,623,5,1,3.0,1.0,0.0,7.0,1014.0,623.0,5.0,1.0,228484.0,1434.0,478.0,3346.0,484692.0,297794.0,2390.0,478.0,9.0,3.0,0.0,21.0,3042.0,1869.0,15.0,3.0,1.0,0.0,7.0,1014.0,623.0,1.0,0.0,0.0,49.0,7098.0,4361.0,35.0,7.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,7,623,2,1,3.0,0.0,0.0,7.0,1014.0,623.0,2.0,1.0,229441.0,1437.0,0.0,3353.0,485706.0,298417.0,958.0,479.0,9.0,0.0,0.0,21.0,3042.0,1869.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,14.0,7.0,1028196.0,631722.0,2028.0,1014.0,388129.0,1246.0,623.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3,0,1,12,293,0,2,3.0,0.0,1.0,12.0,1014.0,293.0,0.0,2.0,230400.0,1440.0,0.0,5760.0,486720.0,140640.0,0.0,960.0,9.0,0.0,3.0,36.0,3042.0,879.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,2.0,144.0,12168.0,3516.0,0.0,24.0,1028196.0,297102.0,0.0,2028.0,85849.0,0.0,586.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,3,5,2,46,623,0,8,3.0,5.0,2.0,46.0,1014.0,623.0,0.0,8.0,231361.0,1443.0,2405.0,22126.0,487734.0,299663.0,0.0,3848.0,9.0,15.0,6.0,138.0,3042.0,1869.0,0.0,24.0,25.0,10.0,230.0,5070.0,3115.0,40.0,1246.0,16.0,2116.0,46644.0,28658.0,0.0,368.0,1028196.0,631722.0,0.0,8112.0,388129.0,0.0,4984.0,0.0,0.0,64.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,0,0,0,623,7,1,2.0,0.0,0.0,0.0,1014.0,623.0,7.0,1.0,232324.0,964.0,0.0,0.0,488748.0,300286.0,3374.0,482.0,4.0,0.0,0.0,0.0,2028.0,1246.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028196.0,631722.0,7098.0,1014.0,388129.0,4361.0,623.0,49.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,8,623,9,1,3.0,0.0,0.0,8.0,1014.0,623.0,9.0,1.0,233289.0,1449.0,0.0,3864.0,489762.0,300909.0,4347.0,483.0,9.0,0.0,0.0,24.0,3042.0,1869.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,72.0,8.0,1028196.0,631722.0,9126.0,1014.0,388129.0,5607.0,623.0,81.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3,0,0,9,293,9,1,3.0,0.0,0.0,9.0,1014.0,293.0,9.0,1.0,234256.0,1452.0,0.0,4356.0,490776.0,141812.0,4356.0,484.0,9.0,0.0,0.0,27.0,3042.0,879.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,9126.0,2637.0,81.0,9.0,1028196.0,297102.0,9126.0,1014.0,85849.0,2637.0,293.0,81.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,1,1,0,91,157,3,2,1.0,1.0,0.0,91.0,65.0,157.0,3.0,2.0,235225.0,485.0,485.0,44135.0,31525.0,76145.0,1455.0,970.0,1.0,1.0,0.0,91.0,65.0,157.0,3.0,2.0,1.0,0.0,91.0,65.0,157.0,2.0,0.0,0.0,8281.0,5915.0,14287.0,273.0,182.0,4225.0,10205.0,195.0,130.0,24649.0,471.0,314.0,9.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,3,3,1,25,293,1,5,3.0,3.0,1.0,25.0,1014.0,293.0,1.0,5.0,236196.0,1458.0,1458.0,12150.0,492804.0,142398.0,486.0,2430.0,9.0,9.0,3.0,75.0,3042.0,879.0,3.0,15.0,9.0,3.0,75.0,3042.0,879.0,15.0,293.0,5.0,625.0,25350.0,7325.0,25.0,125.0,1028196.0,297102.0,1014.0,5070.0,85849.0,293.0,1465.0,1.0,5.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,1,1,0,90,293,6,2,1.0,1.0,0.0,90.0,94.0,293.0,6.0,2.0,237169.0,487.0,487.0,43830.0,45778.0,142691.0,2922.0,974.0,1.0,1.0,0.0,90.0,94.0,293.0,6.0,2.0,1.0,0.0,90.0,94.0,293.0,2.0,0.0,0.0,8100.0,8460.0,26370.0,540.0,180.0,8836.0,27542.0,564.0,188.0,85849.0,1758.0,586.0,36.0,12.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,0,0,29,157,9,1,1.0,0.0,0.0,29.0,65.0,157.0,9.0,1.0,238144.0,488.0,0.0,14152.0,31720.0,76616.0,4392.0,488.0,1.0,0.0,0.0,29.0,65.0,157.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,1885.0,4553.0,261.0,29.0,4225.0,10205.0,585.0,65.0,24649.0,1413.0,157.0,81.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,3,0,0,8,623,5,1,3.0,0.0,0.0,8.0,1014.0,623.0,5.0,1.0,239121.0,1467.0,0.0,3912.0,495846.0,304647.0,2445.0,489.0,9.0,0.0,0.0,24.0,3042.0,1869.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,40.0,8.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3,1,1,15,623,0,3,3.0,1.0,1.0,15.0,1014.0,623.0,0.0,3.0,240100.0,1470.0,490.0,7350.0,496860.0,305270.0,0.0,1470.0,9.0,3.0,3.0,45.0,3042.0,1869.0,0.0,9.0,1.0,1.0,15.0,1014.0,623.0,3.0,623.0,3.0,225.0,15210.0,9345.0,0.0,45.0,1028196.0,631722.0,0.0,3042.0,388129.0,0.0,1869.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,1,0,19,623,1,1,3.0,1.0,0.0,19.0,1014.0,623.0,1.0,1.0,241081.0,1473.0,491.0,9329.0,497874.0,305893.0,491.0,491.0,9.0,3.0,0.0,57.0,3042.0,1869.0,3.0,3.0,1.0,0.0,19.0,1014.0,623.0,1.0,0.0,0.0,361.0,19266.0,11837.0,19.0,19.0,1028196.0,631722.0,1014.0,1014.0,388129.0,623.0,623.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
