Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
Male,Yes,0,Graduate,No,8449,0.0,257.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,4456,0.0,131.0,180.0,0.0,Semiurban
Male,Yes,2,Graduate,No,4635,8000.0,102.0,180.0,1.0,Rural
Male,Yes,0,Graduate,No,3571,1917.0,135.0,360.0,1.0,Urban
Male,No,0,Graduate,No,3066,0.0,95.0,360.0,1.0,Semiurban
Male,No,2,Not Graduate,No,3235,2015.0,77.0,360.0,1.0,Semiurban
Female,No,0,Graduate,,5058,0.0,200.0,360.0,1.0,Rural
Male,Yes,0,Graduate,Yes,3188,2286.0,130.0,360.0,,Rural
Male,Yes,3+,Graduate,No,13518,0.0,390.0,360.0,1.0,Rural
Male,Yes,1,Graduate,No,4364,2500.0,185.0,360.0,1.0,Semiurban
Male,Yes,2,Not Graduate,No,4766,1646.0,100.0,360.0,1.0,Semiurban
Male,Yes,1,Graduate,No,4609,2333.0,123.0,360.0,0.0,Semiurban
Female,Yes,3+,Graduate,No,6260,0.0,110.0,360.0,1.0,Semiurban
Male,Yes,1,Graduate,No,3333,4200.0,256.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,3500,3250.0,140.0,360.0,1.0,Semiurban
Male,Yes,3+,Graduate,No,9719,0.0,61.0,360.0,1.0,Urban
Male,Yes,3+,Graduate,No,6835,0.0,188.0,360.0,,Semiurban
Male,No,0,Graduate,No,4452,0.0,131.0,360.0,1.0,Rural
Female,Yes,0,Graduate,No,2262,0.0,,480.0,0.0,Semiurban
Male,Yes,1,Graduate,No,3901,0.0,116.0,360.0,1.0,Urban
Male,Yes,2,Not Graduate,No,2687,0.0,50.0,180.0,1.0,Rural
Male,No,0,Graduate,No,2243,2233.0,107.0,360.0,,Semiurban
Female,Yes,0,Graduate,No,3417,1287.0,200.0,360.0,1.0,Semiurban
,No,0,Graduate,No,1596,1760.0,119.0,360.0,0.0,Urban
Male,Yes,3+,Graduate,No,4513,0.0,120.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,4500,0.0,140.0,360.0,1.0,Semiurban
Male,Yes,0,Not Graduate,No,4523,1350.0,165.0,360.0,1.0,Urban
Female,No,0,Graduate,Yes,4742,0.0,108.0,360.0,1.0,Semiurban
Male,Yes,,Graduate,No,4082,0.0,93.0,360.0,1.0,Semiurban
Female,No,0,Graduate,No,3417,0.0,102.0,360.0,1.0,Urban
Female,Yes,2,Graduate,No,2922,3396.0,122.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,4167,4754.0,160.0,360.0,1.0,Rural
Male,No,3+,Graduate,No,4243,4123.0,157.0,360.0,,Semiurban
Female,No,0,Not Graduate,No,0,1760.0,180.0,360.0,1.0,Semiurban
Male,Yes,1,Graduate,No,1516,2900.0,80.0,,0.0,Rural
Female,No,0,Graduate,No,1762,2666.0,104.0,360.0,0.0,Urban
Male,Yes,2,Graduate,No,724,3510.0,213.0,360.0,0.0,Rural
Male,No,0,Graduate,No,3125,0.0,65.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,2333,3803.0,146.0,360.0,1.0,Rural
Male,Yes,3+,Graduate,No,3350,1560.0,135.0,360.0,1.0,Urban
Male,No,0,Graduate,No,2500,6414.0,187.0,360.0,0.0,Rural
Female,No,0,Graduate,No,12500,0.0,300.0,360.0,0.0,Urban
Male,No,0,Graduate,No,4667,0.0,120.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,6500,0.0,71.0,360.0,0.0,Urban
Male,Yes,2,Graduate,No,7500,0.0,225.0,360.0,1.0,Urban
Male,No,0,Graduate,No,3073,0.0,70.0,180.0,1.0,Urban
Male,Yes,1,Not Graduate,No,3321,2088.0,70.0,,1.0,Semiurban
Male,Yes,0,Graduate,No,3333,1270.0,124.0,360.0,1.0,Urban
Male,No,0,Graduate,No,3391,0.0,132.0,360.0,1.0,Rural
Male,Yes,1,Graduate,Yes,3343,1517.0,105.0,360.0,1.0,Rural
Female,No,1,Graduate,No,3620,0.0,90.0,360.0,1.0,Urban
Male,No,0,Graduate,No,4000,0.0,83.0,84.0,1.0,Urban
Male,Yes,0,Graduate,No,4258,0.0,125.0,360.0,1.0,Urban
Male,Yes,2,Graduate,No,4500,0.0,147.0,360.0,1.0,Rural
Male,Yes,1,Graduate,No,2014,2925.0,120.0,360.0,1.0,Rural
,No,,Graduate,No,3333,1250.0,110.0,360.0,1.0,Semiurban
Female,No,3+,Graduate,No,4083,0.0,103.0,360.0,,Semiurban
Male,No,0,Graduate,No,4727,0.0,150.0,360.0,0.0,Rural
Male,Yes,3+,Graduate,No,3089,2999.0,100.0,240.0,1.0,Rural
Male,Yes,3+,Not Graduate,,6794,528.0,139.0,360.0,0.0,Urban
Male,Yes,0,Graduate,Yes,32000,0.0,550.0,360.0,,Semiurban
Male,Yes,2,Graduate,Yes,10890,0.0,260.0,12.0,1.0,Rural
Female,No,0,Graduate,No,12941,0.0,150.0,300.0,1.0,Urban
Male,No,0,Not Graduate,No,3276,0.0,90.0,360.0,1.0,Semiurban
Male,No,0,Not Graduate,Yes,8703,0.0,199.0,360.0,0.0,Rural
Male,Yes,1,Graduate,No,4742,717.0,139.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,5900,0.0,150.0,360.0,1.0,Urban
Male,No,0,Graduate,No,3071,4309.0,180.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,2783,1456.0,113.0,360.0,1.0,Urban
Male,No,0,Graduate,No,5000,0.0,148.0,360.0,1.0,Rural
Male,Yes,1,Not Graduate,No,2463,2360.0,117.0,360.0,0.0,Urban
Male,Yes,2,Graduate,No,4855,0.0,72.0,360.0,1.0,Rural
Male,No,0,Not Graduate,Yes,1599,2474.0,125.0,300.0,1.0,Semiurban
Male,Yes,2,Graduate,Yes,4246,4246.0,214.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,4333,2291.0,133.0,350.0,1.0,Rural
Male,No,1,Graduate,No,5823,2529.0,187.0,360.0,1.0,Semiurban
Male,Yes,0,Not Graduate,No,7895,0.0,143.0,360.0,1.0,Rural
Male,No,0,Graduate,No,4150,4256.0,209.0,360.0,1.0,Rural
Male,No,0,Graduate,,2964,0.0,84.0,360.0,0.0,Semiurban
Male,No,0,Graduate,No,5583,0.0,116.0,360.0,1.0,Urban
Female,No,0,Graduate,No,2708,0.0,65.0,360.0,1.0,Rural
Male,No,1,Graduate,No,3180,2370.0,80.0,240.0,,Rural
Male,No,0,Not Graduate,No,2268,0.0,170.0,360.0,0.0,Semiurban
Male,No,2,Not Graduate,No,1141,2017.0,120.0,360.0,0.0,Urban
Male,Yes,0,Graduate,No,3042,3167.0,135.0,360.0,1.0,Urban
Female,Yes,3+,Graduate,,1750,2935.0,94.0,360.0,0.0,Semiurban
Female,Yes,1,Graduate,No,3564,0.0,79.0,360.0,1.0,Rural
Female,No,0,Graduate,No,3958,0.0,110.0,360.0,1.0,Rural
Male,Yes,2,Not Graduate,No,4483,0.0,130.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,5225,0.0,143.0,360.0,1.0,Rural
Male,No,0,Graduate,No,3017,2845.0,159.0,180.0,0.0,Urban
Male,Yes,0,Not Graduate,No,2431,1820.0,110.0,360.0,0.0,Rural
Male,Yes,2,Graduate,,4912,4614.0,160.0,360.0,1.0,Rural
Male,Yes,2,Not Graduate,No,2500,3333.0,131.0,360.0,1.0,Urban
Female,No,0,Graduate,No,2918,0.0,65.0,360.0,,Rural
Male,Yes,2,Graduate,No,5128,0.0,143.0,360.0,1.0,Rural
Male,Yes,3+,Graduate,No,15312,0.0,187.0,360.0,,Urban
Male,Yes,2,Graduate,No,3958,2632.0,160.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,4334,2945.0,165.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,4358,0.0,110.0,360.0,1.0,Urban
Female,Yes,1,Graduate,No,4000,3917.0,173.0,360.0,1.0,Rural
Male,Yes,3+,Graduate,No,10166,750.0,150.0,,1.0,Urban
Male,Yes,0,Not Graduate,No,4483,0.0,135.0,360.0,,Semiurban
Male,Yes,2,Not Graduate,No,4521,1184.0,150.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,9167,0.0,235.0,360.0,1.0,Semiurban
Male,Yes,0,Not Graduate,No,13083,0.0,,360.0,1.0,Rural
Male,Yes,2,Graduate,No,7874,3967.0,336.0,360.0,1.0,Rural
Female,Yes,1,Graduate,No,4333,0.0,132.0,84.0,1.0,Rural
Male,No,0,Graduate,No,4083,0.0,96.0,360.0,1.0,Urban
Male,Yes,2,Not Graduate,,3785,2912.0,180.0,360.0,0.0,Rural
Male,Yes,3+,Not Graduate,No,2654,1998.0,128.0,360.0,0.0,Rural
Male,Yes,1,Graduate,No,10000,2690.0,412.0,360.0,1.0,Semiurban
Male,No,0,Graduate,Yes,5833,0.0,116.0,360.0,1.0,Urban
Male,Yes,1,Graduate,No,4796,0.0,114.0,360.0,0.0,Semiurban
Male,Yes,0,Not Graduate,No,2000,1600.0,115.0,360.0,1.0,Rural
Male,Yes,2,Graduate,No,2540,700.0,104.0,360.0,0.0,Urban
Male,Yes,0,Graduate,Yes,1900,1442.0,88.0,360.0,1.0,Rural
Male,Yes,0,Graduate,Yes,8706,0.0,108.0,480.0,1.0,Rural
Male,Yes,3+,Not Graduate,No,2855,542.0,90.0,360.0,1.0,Urban
Male,Yes,,Graduate,No,3016,1300.0,100.0,360.0,,Urban
Female,Yes,0,Graduate,No,3159,2374.0,108.0,360.0,1.0,Semiurban
Female,No,0,Graduate,No,1937,1152.0,78.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,2613,2417.0,123.0,360.0,1.0,Semiurban
Male,Yes,1,Graduate,No,4960,2600.0,187.0,360.0,1.0,Semiurban
Male,Yes,1,Graduate,No,3074,1083.0,146.0,360.0,1.0,Semiurban
Female,No,0,Graduate,No,4213,0.0,80.0,360.0,1.0,Urban
,No,1,Not Graduate,No,2038,4027.0,100.0,360.0,1.0,Rural
Female,No,0,Graduate,No,2362,0.0,55.0,360.0,1.0,Urban
Male,No,0,Graduate,No,5333,2400.0,200.0,360.0,0.0,Rural
Male,Yes,3+,Graduate,Yes,5384,0.0,150.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,5708,0.0,150.0,360.0,1.0,Rural
Male,Yes,0,Not Graduate,No,3754,3719.0,118.0,,1.0,Rural
Male,Yes,0,Not Graduate,No,2914,2130.0,150.0,300.0,1.0,Urban
Male,Yes,0,Not Graduate,No,2747,2458.0,118.0,36.0,1.0,Semiurban
Male,Yes,0,Graduate,No,7830,2183.0,212.0,360.0,1.0,Rural
Male,Yes,1,Graduate,Yes,3507,3148.0,212.0,360.0,1.0,Rural
Male,Yes,1,Graduate,No,3747,2139.0,125.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,2166,2166.0,108.0,360.0,,Urban
Male,Yes,0,Not Graduate,No,3500,2168.0,149.0,360.0,1.0,Rural
Male,Yes,2,Not Graduate,No,2896,0.0,80.0,480.0,1.0,Urban
Female,No,1,Graduate,No,5062,0.0,152.0,300.0,1.0,Rural
Female,No,2,Graduate,Yes,5184,0.0,187.0,360.0,0.0,Semiurban
Female,No,0,Graduate,No,2545,0.0,74.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,2553,1768.0,102.0,360.0,1.0,Urban
Male,Yes,1,Graduate,No,3436,3809.0,100.0,360.0,1.0,Rural
Male,No,0,Graduate,No,2412,2755.0,130.0,360.0,1.0,Rural
Male,Yes,3+,Not Graduate,No,5180,0.0,125.0,360.0,0.0,Urban
Male,No,0,Graduate,No,14911,14507.0,130.0,360.0,1.0,Semiurban
,No,0,Graduate,Yes,2860,2988.0,138.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,1173,1594.0,28.0,180.0,1.0,Rural
Female,No,1,Graduate,No,7600,0.0,92.0,360.0,1.0,Semiurban
Female,Yes,0,Graduate,No,2157,1788.0,104.0,360.0,1.0,Urban
Male,No,0,Graduate,No,2231,2774.0,176.0,360.0,0.0,Urban
Female,No,0,Graduate,No,2274,5211.0,117.0,360.0,0.0,Semiurban
Male,Yes,2,Not Graduate,No,6166,13983.0,102.0,360.0,1.0,Rural
Male,Yes,2,Not Graduate,No,2513,1110.0,107.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,4333,0.0,66.0,480.0,1.0,Urban
Male,No,0,Not Graduate,No,3844,0.0,105.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,3887,1517.0,105.0,360.0,0.0,Semiurban
Male,Yes,0,Graduate,No,3510,828.0,105.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,,2539,1704.0,125.0,360.0,0.0,Rural
Female,No,0,Not Graduate,No,2107,0.0,64.0,360.0,1.0,Semiurban
,Yes,0,Graduate,No,3186,3145.0,150.0,180.0,0.0,Semiurban
Male,Yes,2,Graduate,Yes,5000,2166.0,150.0,360.0,1.0,Urban
Male,Yes,,Graduate,No,10000,0.0,,360.0,1.0,Urban
Male,Yes,0,Not Graduate,Yes,3943,0.0,64.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,2925,0.0,40.0,180.0,1.0,Rural
Male,Yes,3+,Graduate,No,3242,437.0,142.0,480.0,0.0,Urban
Male,Yes,,Graduate,No,3863,0.0,70.0,300.0,1.0,Semiurban
Female,No,1,Graduate,No,4028,0.0,131.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,4010,1025.0,120.0,360.0,1.0,Urban
Female,Yes,1,Graduate,No,3719,1585.0,114.0,360.0,1.0,Urban
Male,No,0,Graduate,,2858,0.0,123.0,360.0,0.0,Rural
Female,Yes,0,Graduate,No,3833,0.0,92.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,3333,4288.0,160.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,3007,3725.0,151.0,360.0,1.0,Rural
Female,No,1,Graduate,,1850,4583.0,81.0,360.0,,Rural
Male,Yes,3+,Not Graduate,No,2792,2619.0,171.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,2982,1550.0,110.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,3417,738.0,100.0,360.0,,Rural
Male,Yes,1,Graduate,No,18840,0.0,234.0,360.0,1.0,Rural
Male,Yes,2,Graduate,No,2995,1120.0,184.0,360.0,1.0,Rural
Male,No,,Graduate,No,3579,3308.0,138.0,360.0,,Semiurban
Female,Yes,1,Not Graduate,No,3835,1400.0,112.0,480.0,0.0,Urban
Female,No,1,Not Graduate,No,3854,3575.0,117.0,360.0,1.0,Rural
Male,Yes,2,Graduate,No,5833,750.0,49.0,360.0,0.0,Rural
Male,No,0,Graduate,No,3508,0.0,99.0,360.0,1.0,Rural
Female,Yes,3+,Not Graduate,No,1635,2444.0,99.0,360.0,1.0,Urban
Female,No,0,Graduate,Yes,3333,3916.0,212.0,360.0,1.0,Rural
Male,No,1,Graduate,No,24797,0.0,240.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,5667,440.0,130.0,360.0,0.0,Semiurban
Female,No,0,Graduate,No,3500,0.0,94.0,360.0,0.0,Semiurban
Male,Yes,3+,Graduate,No,2773,1497.0,108.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,,6500,0.0,144.0,360.0,1.0,Urban
Female,No,0,Graduate,No,5769,0.0,110.0,180.0,1.0,Semiurban
Male,Yes,3+,Not Graduate,,3634,910.0,176.0,360.0,0.0,Semiurban
,No,0,Graduate,No,29167,0.0,185.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,2166,2057.0,122.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,5000,0.0,126.0,360.0,1.0,Rural
Female,No,0,Graduate,No,5530,0.0,135.0,360.0,,Urban
Male,No,0,Not Graduate,No,9000,0.0,122.0,360.0,1.0,Rural
Female,Yes,2,Graduate,No,10000,11666.0,460.0,360.0,1.0,Urban
Male,Yes,1,Graduate,,8750,0.0,297.0,360.0,1.0,Urban
Male,Yes,0,Not Graduate,No,2157,2730.0,140.0,360.0,,Rural
Male,No,0,Graduate,,1972,4347.0,106.0,360.0,1.0,Rural
Male,No,0,Graduate,No,4983,0.0,141.0,360.0,1.0,Urban
Male,Yes,1,Graduate,No,8333,4000.0,,360.0,1.0,Urban
Male,Yes,0,Graduate,No,3667,2000.0,170.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,3166,2833.0,145.0,360.0,1.0,Urban
Male,No,0,Not Graduate,No,3271,0.0,90.0,360.0,1.0,Rural
Female,Yes,0,Graduate,No,2241,2000.0,88.0,360.0,0.0,Urban
Male,Yes,1,Not Graduate,,1792,2565.0,128.0,360.0,1.0,Urban
Female,Yes,0,Graduate,No,2666,0.0,84.0,480.0,1.0,Semiurban
,No,0,Graduate,No,6478,0.0,108.0,360.0,1.0,Semiurban
Male,No,0,Not Graduate,,3808,0.0,83.0,360.0,1.0,Rural
Female,Yes,2,Not Graduate,No,3729,0.0,117.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,4120,0.0,128.0,360.0,1.0,Rural
Male,Yes,1,Graduate,Yes,7500,0.0,75.0,360.0,1.0,Urban
Male,Yes,1,Graduate,,6300,0.0,125.0,360.0,0.0,Urban
Female,No,,Graduate,Yes,14987,0.0,177.0,360.0,1.0,Rural
,Yes,1,Not Graduate,Yes,570,2125.0,68.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,2600,700.0,96.0,360.0,1.0,Semiurban
Male,No,2,Not Graduate,No,2733,1083.0,180.0,360.0,,Semiurban
Male,Yes,2,Graduate,Yes,7500,0.0,183.0,360.0,1.0,Rural
Male,Yes,2,Not Graduate,No,3859,0.0,121.0,360.0,1.0,Rural
Male,Yes,1,Graduate,No,6825,0.0,162.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,3708,4700.0,132.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,5314,0.0,147.0,360.0,1.0,Urban
Female,No,3+,Graduate,No,2366,5272.0,153.0,360.0,0.0,Rural
Male,No,,Graduate,No,2066,2108.0,104.0,84.0,1.0,Urban
Male,Yes,2,Graduate,No,5000,0.0,149.0,360.0,1.0,Rural
Female,No,0,Graduate,No,3767,0.0,134.0,300.0,1.0,Urban
Female,Yes,0,Graduate,No,7859,879.0,165.0,180.0,1.0,Semiurban
Female,Yes,0,Graduate,No,4283,0.0,120.0,360.0,1.0,Rural
Male,Yes,0,Not Graduate,No,1700,2900.0,67.0,360.0,0.0,Urban
,No,0,Not Graduate,No,4768,0.0,125.0,360.0,1.0,Rural
Male,No,0,Graduate,No,3083,2738.0,120.0,360.0,1.0,Urban
Male,Yes,1,Graduate,No,2667,1542.0,148.0,360.0,1.0,Rural
Female,Yes,0,Not Graduate,No,1647,1762.0,181.0,360.0,1.0,Urban
Male,Yes,3+,Graduate,No,3400,0.0,80.0,120.0,1.0,Urban
Male,No,1,Graduate,,16000,5000.0,40.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,5333,0.0,90.0,360.0,1.0,Rural
Male,No,0,Graduate,No,2875,2416.0,95.0,6.0,0.0,Semiurban
Male,Yes,1,Not Graduate,,2600,618.0,122.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,5041,700.0,150.0,360.0,1.0,Urban
Male,Yes,3+,Graduate,Yes,6958,1411.0,150.0,360.0,1.0,Rural
Male,Yes,1,Graduate,No,3500,1658.0,104.0,360.0,,Semiurban
Male,Yes,0,Graduate,No,5509,0.0,143.0,360.0,1.0,Rural
Male,Yes,3+,Graduate,No,9699,0.0,300.0,360.0,1.0,Urban
Female,Yes,1,Not Graduate,No,3621,2717.0,171.0,360.0,1.0,Urban
Female,Yes,0,Graduate,No,4709,0.0,113.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,1516,1951.0,35.0,360.0,1.0,Semiurban
Male,No,2,Graduate,No,2400,0.0,46.0,360.0,1.0,Urban
Female,No,0,Not Graduate,No,3015,2000.0,145.0,360.0,,Urban
Male,Yes,0,Graduate,No,2292,1558.0,119.0,360.0,1.0,Urban
Male,Yes,1,Graduate,Yes,2360,3355.0,87.0,240.0,1.0,Rural
Female,No,0,Graduate,No,4333,2333.0,162.0,360.0,0.0,Rural
Male,Yes,0,Graduate,Yes,2623,4831.0,122.0,180.0,1.0,Semiurban
Male,No,0,Graduate,Yes,3972,4275.0,187.0,360.0,1.0,Rural
Male,Yes,3+,Not Graduate,No,3522,0.0,81.0,180.0,1.0,Rural
Male,Yes,1,Graduate,No,4700,0.0,80.0,360.0,1.0,Urban
Male,No,0,Graduate,No,6858,0.0,176.0,360.0,1.0,Rural
Male,Yes,3+,Graduate,No,8334,0.0,260.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,3391,1966.0,133.0,360.0,0.0,Rural
Male,No,0,Not Graduate,No,2868,0.0,70.0,360.0,1.0,Urban
Male,Yes,2,Not Graduate,No,3418,1380.0,135.0,360.0,1.0,Urban
Male,Yes,0,Graduate,Yes,2500,296.0,137.0,300.0,1.0,Rural
Male,Yes,2,Graduate,No,8667,0.0,254.0,360.0,1.0,Rural
Male,No,0,Graduate,No,2283,15000.0,106.0,360.0,,Rural
Male,Yes,0,Graduate,No,5817,910.0,109.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,5119,3769.0,120.0,360.0,1.0,Rural
Male,Yes,3+,Not Graduate,No,5316,187.0,158.0,180.0,0.0,Semiurban
Male,Yes,3+,Graduate,No,7603,1213.0,197.0,360.0,1.0,Urban
Male,Yes,1,Graduate,No,3791,1936.0,85.0,360.0,1.0,Urban
Male,No,0,Graduate,No,2500,0.0,60.0,360.0,1.0,Urban
Male,Yes,2,Not Graduate,No,3132,0.0,76.0,360.0,,Rural
Male,No,0,Graduate,No,4000,2667.0,152.0,360.0,1.0,Semiurban
Female,Yes,0,Graduate,No,8550,4255.0,96.0,360.0,,Urban
Male,Yes,1,Graduate,No,2269,2167.0,99.0,360.0,1.0,Semiurban
Male,Yes,3+,Not Graduate,Yes,4009,1777.0,113.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,4158,709.0,115.0,360.0,1.0,Urban
Male,No,0,Graduate,No,3250,1993.0,126.0,360.0,,Semiurban
Male,Yes,0,Graduate,No,5000,2393.0,158.0,360.0,1.0,Rural
Male,No,0,Graduate,Yes,9200,0.0,98.0,180.0,1.0,Rural
